Overall,Name,Times Drafted,Std. Dev,High,Low,age,all_td,fumbles,fumbles_lost,g,gs,pass_att,pass_cmp,pass_int,pass_td,pass_yds,rec,rec_td,rec_yds,rec_yds_per_rec,rush_att,rush_td,rush_yds,rush_yds_per_att,targets,two_pt_md,two_pt_pass,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,Position_DEF,Position_PK,Position_QB,Position_RB,Position_TE,Position_WR,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_FA,Team_GB,Team_HOU,Team_IND,Team_JAX,Team_KC,Team_LAC,Team_LAR,Team_LV,Team_MIA,Team_MIN,Team_NE,Team_NO,Team_NYG,Team_NYJ,Team_PHI,Team_PIT,Team_SEA,Team_SF,Team_TB,Team_TEN,Team_WAS
41.5,Marlon Mack,134,4.2,30,53,22.0,10.0,2.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,103.0,6.06,195.0,9.0,908.0,4.66,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.7,Deshaun Watson,65,7.3,23,54,23.0,5.0,9.0,3.0,16.0,16.0,505.0,345.0,9.0,26.0,4165.0,0.0,0.0,0.0,0.0,99.0,5.0,551.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.5,Tyler Lockett,119,3.1,34,50,26.0,10.0,2.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,965.0,16.93,13.0,0.0,69.0,5.31,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43.3,Chris Godwin,76,4.0,32,54,22.0,7.0,4.0,1.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,842.0,14.27,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44.0,Robert Woods,100,3.5,34,51,26.0,7.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,86.0,6.0,1219.0,14.17,19.0,1.0,157.0,8.26,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,Julian Edelman,116,4.8,33,59,32.0,6.0,1.0,0.0,12.0,12.0,2.0,2.0,0.0,0.0,43.0,74.0,6.0,850.0,11.49,9.0,0.0,107.0,11.89,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47.1,Phillip Lindsay,113,5.6,32,63,24.0,10.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,241.0,6.89,192.0,9.0,1037.0,5.4,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.7,Tevin Coleman,106,5.4,36,67,25.0,9.0,2.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,276.0,8.63,167.0,4.0,800.0,4.79,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49.1,Cooper Kupp,76,4.4,37,58,25.0,6.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,566.0,14.15,4.0,0.0,25.0,6.25,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.5,Miles Sanders,80,5.5,37,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50.4,Josh Gordon,97,4.6,38,62,27.0,4.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,41.0,4.0,737.0,17.98,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52.0,T.Y. Hilton,125,4.2,43,66,29.0,6.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,76.0,6.0,1270.0,16.71,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.2,Aaron Rodgers,86,5.0,39,61,35.0,2.0,6.0,3.0,16.0,16.0,597.0,372.0,2.0,25.0,4442.0,0.0,0.0,0.0,0.0,43.0,2.0,269.0,6.26,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,Kenny Golladay,137,5.4,41,68,25.0,5.0,1.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,70.0,5.0,1063.0,15.19,1.0,0.0,8.0,8.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.1,O.J. Howard,62,5.9,38,65,24.0,5.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,565.0,16.62,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54.9,Mike Williams,96,4.3,43,65,24.0,11.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,43.0,10.0,664.0,15.44,7.0,1.0,28.0,4.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.7,Austin Ekeler,169,7.3,36,71,23.0,6.0,1.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,404.0,10.36,106.0,3.0,554.0,5.23,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.1,Duke Johnson,126,5.5,42,73,25.0,3.0,1.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,3.0,429.0,9.13,40.0,0.0,201.0,5.03,62.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.5,Baker Mayfield,75,9.5,33,71,23.0,0.0,7.0,3.0,14.0,13.0,486.0,310.0,14.0,27.0,3725.0,0.0,0.0,0.0,0.0,39.0,0.0,131.0,3.36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.1,Calvin Ridley,108,4.8,48,69,24.0,10.0,2.0,1.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,821.0,12.83,6.0,0.0,27.0,4.5,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.0,Evan Engram,72,7.8,39,71,24.0,3.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,577.0,12.82,3.0,0.0,36.0,12.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61.4,A.J. Green,79,6.0,45,77,30.0,6.0,2.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,46.0,6.0,694.0,15.09,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.2,Tyler Boyd,100,6.0,46,84,24.0,7.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,76.0,7.0,1028.0,13.53,2.0,0.0,3.0,1.5,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.4,Matt Ryan,55,5.6,49,77,33.0,4.0,10.0,5.0,16.0,16.0,608.0,422.0,7.0,35.0,4924.0,1.0,1.0,5.0,5.0,33.0,3.0,125.0,3.79,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.3,Derrius Guice,143,5.6,48,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63.9,Hunter Henry,74,5.7,48,73,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.6,James White,95,8.5,44,82,26.0,12.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,87.0,7.0,751.0,8.63,94.0,5.0,425.0,4.52,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67.1,Dede Westbrook,132,5.5,52,83,25.0,6.0,3.0,2.0,16.0,9.0,1.0,0.0,0.0,0.0,0.0,66.0,5.0,717.0,10.86,9.0,0.0,98.0,10.89,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.3,Drew Brees,55,13.9,33,83,39.0,4.0,5.0,1.0,15.0,15.0,489.0,364.0,5.0,32.0,3992.0,1.0,0.0,1.0,1.0,31.0,4.0,22.0,0.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69.6,D.J. Moore,95,5.8,54,82,21.0,2.0,4.0,3.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,788.0,14.33,13.0,0.0,172.0,13.23,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.9,Carson Wentz,71,6.7,52,88,26.0,0.0,9.0,6.0,11.0,11.0,401.0,279.0,7.0,21.0,3074.0,1.0,0.0,4.0,4.0,34.0,0.0,93.0,2.74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70.6,Latavius Murray,116,6.7,53,87,28.0,6.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,141.0,6.41,140.0,6.0,578.0,4.13,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70.9,Alshon Jeffery,99,6.9,52,88,28.0,6.0,1.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,65.0,6.0,843.0,12.97,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72.9,Jared Cook,53,4.5,64,83,31.0,6.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,68.0,6.0,896.0,13.18,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73.6,Robby Anderson,69,6.1,57,88,25.0,6.0,2.0,2.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,752.0,15.04,2.0,0.0,-8.0,-4.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75.2,Allen Robinson,92,6.2,63,92,25.0,4.0,1.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,754.0,13.71,1.0,0.0,9.0,9.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3,Jarvis Landry,91,7.4,56,92,26.0,5.0,1.0,1.0,16.0,14.0,2.0,1.0,0.0,0.0,63.0,81.0,4.0,976.0,12.05,3.0,1.0,60.0,20.0,149.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.8,Vance McDonald,56,6.4,62,98,28.0,4.0,2.0,1.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0,610.0,12.2,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78.0,Tony Pollard,60,7.8,60,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.5,Kenyan Drake,102,6.8,61,93,24.0,9.0,2.0,1.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,53.0,5.0,477.0,9.0,120.0,4.0,535.0,4.46,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.5,Darwin Thompson,29,7.2,68,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.3,Jared Goff,81,5.9,65,95,24.0,3.0,12.0,5.0,16.0,16.0,561.0,364.0,12.0,32.0,4688.0,0.0,0.0,0.0,0.0,43.0,2.0,108.0,2.51,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.4,Will Fuller,101,6.6,63,103,24.0,4.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,503.0,15.72,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.3,Matt Breida,154,7.0,64,99,23.0,5.0,1.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,261.0,9.67,153.0,3.0,814.0,5.32,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83.8,David Njoku,37,7.9,69,101,22.0,4.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,639.0,11.41,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.1,Tarik Cohen,89,9.9,58,101,23.0,8.0,7.0,3.0,16.0,7.0,1.0,1.0,0.0,1.0,1.0,71.0,5.0,725.0,10.21,99.0,3.0,444.0,4.48,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.0,Emmanuel Sanders,118,7.1,67,99,31.0,5.0,1.0,0.0,12.0,12.0,1.0,1.0,0.0,1.0,28.0,71.0,4.0,868.0,12.23,4.0,1.0,53.0,13.25,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86.4,Devin Singletary,192,12.8,53,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.6,Russell Wilson,40,8.0,73,106,30.0,0.0,10.0,2.0,16.0,16.0,427.0,280.0,7.0,35.0,3448.0,1.0,0.0,-11.0,-11.0,67.0,0.0,376.0,5.61,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88.2,Lamar Jackson,61,12.3,56,110,21.0,5.0,12.0,4.0,16.0,7.0,170.0,99.0,3.0,6.0,1201.0,0.0,0.0,0.0,0.0,147.0,5.0,695.0,4.73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.8,Curtis Samuel,100,7.5,69,106,22.0,7.0,1.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,494.0,12.67,8.0,2.0,84.0,10.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
